book,context,block_type,classification_confidence
rot,data/6/entries/8/entries/0,DM_INSTRUCTION,0.85
rot,data/6/entries/8/entries/1,NARRATIVE,0.8
rot,data/6/entries/8/entries/2/name,HEADING_LABEL,1.0
rot,data/6/entries/8/entries/2/entries/0/entries/0/name,HEADING_LABEL,1.0
rot,data/6/entries/8/entries/2/entries/0/entries/0/entries/0,NARRATIVE,0.8
rot,data/6/entries/8/entries/2/entries/0/entries/1/name,HEADING_LABEL,1.0
rot,data/6/entries/8/entries/2/entries/0/entries/1/entries/0,NARRATIVE,0.8
rot,data/6/entries/8/entries/2/entries/0/entries/2/name,HEADING_LABEL,1.0
rot,data/6/entries/8/entries/2/entries/0/entries/2/entries/0,NARRATIVE,0.8
rot,data/6/entries/8/entries/2/entries/0/entries/3/name,HEADING_LABEL,1.0
rot,data/6/entries/8/entries/2/entries/0/entries/3/entries/0,DM_INSTRUCTION,0.85
rot,data/6/entries/8/entries/2/entries/0/entries/3/entries/1,NARRATIVE,0.8
rot,data/6/entries/8/entries/2/entries/1/name,HEADING_LABEL,1.0
rot,data/6/entries/8/entries/2/entries/1/entries/0/colLabels/0,TABLE,1.0
rot,data/6/entries/8/entries/2/entries/1/entries/0/colLabels/1,TABLE,1.0
rot,data/6/entries/8/entries/2/entries/1/entries/0/rows/0/0,TABLE,1.0
rot,data/6/entries/8/entries/2/entries/1/entries/0/rows/0/1,TABLE,1.0
rot,data/6/entries/8/entries/2/entries/1/entries/0/rows/1/0,TABLE,1.0
rot,data/6/entries/8/entries/2/entries/1/entries/0/rows/1/1,TABLE,1.0
rot,data/6/entries/8/entries/2/entries/1/entries/0/rows/2/0,TABLE,1.0
rot,data/6/entries/8/entries/2/entries/1/entries/0/rows/2/1,TABLE,1.0
rot,data/6/entries/8/entries/2/entries/1/entries/0/rows/3/0,TABLE,1.0
rot,data/6/entries/8/entries/2/entries/1/entries/0/rows/3/1,TABLE,1.0
rot,data/6/entries/8/entries/2/entries/1/entries/0/rows/4/0,TABLE,1.0
rot,data/6/entries/8/entries/2/entries/1/entries/0/rows/4/1,TABLE,1.0
rot,data/6/entries/8/entries/2/entries/1/entries/0/rows/5/0,TABLE,1.0
rot,data/6/entries/8/entries/2/entries/1/entries/0/rows/5/1,TABLE,1.0
rot,data/6/entries/8/entries/2/entries/1/entries/0/rows/6/0,TABLE,1.0
rot,data/6/entries/8/entries/2/entries/1/entries/0/rows/6/1,TABLE,1.0
rot,data/6/entries/8/entries/2/entries/1/entries/0/rows/7/0,TABLE,1.0
rot,data/6/entries/8/entries/2/entries/1/entries/0/rows/7/1,TABLE,1.0
rot,data/6/entries/8/entries/2/entries/1/entries/0/rows/8/0,TABLE,1.0
rot,data/6/entries/8/entries/2/entries/1/entries/0/rows/8/1,TABLE,1.0
rot,data/6/entries/8/entries/2/entries/1/entries/0/footnotes/0,TABLE,1.0
rot,data/6/entries/8/entries/2/entries/1/entries/1,NARRATIVE,0.8
rot,data/6/entries/8/entries/2/entries/1/entries/2,NARRATIVE,0.8
rot,data/6/entries/8/entries/2/entries/1/entries/3,DM_INSTRUCTION,0.85
rot,data/6/entries/8/entries/3/name,HEADING_LABEL,1.0
rot,data/6/entries/8/entries/3/entries/0/entries/0,READ_ALOUD,1.0
rot,data/6/entries/8/entries/3/entries/1,NARRATIVE,0.8
rot,data/6/entries/8/entries/3/entries/2,MIXED,0.9
rot,data/6/entries/8/entries/3/entries/3,MIXED,0.9
rot,data/6/entries/8/entries/3/entries/4,NARRATIVE,0.8
rot,data/6/entries/8/entries/4/name,HEADING_LABEL,1.0
rot,data/6/entries/8/entries/4/entries/0,NARRATIVE,0.8
rot,data/6/entries/8/entries/4/entries/1,NARRATIVE,0.8
rot,data/6/entries/8/entries/4/entries/2,DM_INSTRUCTION,0.85
rot,data/6/entries/8/entries/5/name,HEADING_LABEL,1.0
rot,data/6/entries/8/entries/5/entries/0,NARRATIVE,0.8
rot,data/6/entries/8/entries/5/entries/1/entries/0,READ_ALOUD,1.0
rot,data/6/entries/8/entries/5/entries/2,MIXED,0.9
rot,data/6/entries/8/entries/5/entries/3,DM_INSTRUCTION,0.85
rot,data/6/entries/8/entries/5/entries/4,NARRATIVE,0.8
rot,data/6/entries/8/entries/6/name,HEADING_LABEL,1.0
rot,data/6/entries/8/entries/6/entries/0,NARRATIVE,0.8
rot,data/6/entries/8/entries/6/entries/1/entries/0,READ_ALOUD,1.0
rot,data/6/entries/8/entries/6/entries/2,DM_INSTRUCTION,0.85
rot,data/6/entries/8/entries/6/entries/3,DM_INSTRUCTION,0.85
rot,data/6/entries/8/entries/6/entries/4,NARRATIVE,0.8
rot,data/6/entries/8/entries/7/name,HEADING_LABEL,1.0
rot,data/6/entries/8/entries/7/entries/0,DM_INSTRUCTION,0.85
rot,data/6/entries/8/entries/7/entries/1/entries/0,READ_ALOUD,1.0
rot,data/6/entries/8/entries/7/entries/2,NARRATIVE,0.8
rot,data/6/entries/8/entries/7/entries/3,NARRATIVE,0.8
rot,data/6/entries/8/entries/8/name,HEADING_LABEL,1.0
rot,data/6/entries/8/entries/8/entries/0,NARRATIVE,0.8
rot,data/6/entries/9/name,HEADING_LABEL,1.0
rot,data/6/entries/9/entries/0,NARRATIVE,0.8
rot,data/6/entries/9/entries/1,NARRATIVE,0.8
rot,data/6/entries/9/entries/2/name,HEADING_LABEL,1.0
rot,data/6/entries/9/entries/2/entries/0/entries/0/name,HEADING_LABEL,1.0
rot,data/6/entries/9/entries/2/entries/0/entries/0/entries/0,NARRATIVE,0.8
rot,data/6/entries/9/entries/2/entries/0/entries/1/name,HEADING_LABEL,1.0
rot,data/6/entries/9/entries/2/entries/0/entries/1/entries/0,NARRATIVE,0.8
rot,data/6/entries/9/entries/2/entries/0/entries/2/name,HEADING_LABEL,1.0
rot,data/6/entries/9/entries/2/entries/0/entries/2/entries/0,NARRATIVE,0.8
rot,data/6/entries/9/entries/3/name,HEADING_LABEL,1.0
rot,data/6/entries/9/entries/3/entries/0,MIXED,0.9
rot,data/6/entries/9/entries/3/entries/1,NARRATIVE,0.8
rot,data/6/entries/9/entries/3/entries/2,DM_INSTRUCTION,0.85
rot,data/6/entries/9/entries/4/name,HEADING_LABEL,1.0
rot,data/6/entries/9/entries/4/entries/0/entries/0,READ_ALOUD,1.0
rot,data/6/entries/9/entries/4/entries/1/title,HEADING_LABEL,1.0
rot,data/6/entries/9/entries/4/entries/2,DM_INSTRUCTION,0.85
rot,data/6/entries/9/entries/4/entries/3,MIXED,0.9
rot,data/6/entries/9/entries/4/entries/4,NARRATIVE,0.8
rot,data/6/entries/9/entries/4/entries/5/name,HEADING_LABEL,1.0
rot,data/6/entries/9/entries/4/entries/5/entries/0,DM_INSTRUCTION,0.85
rot,data/6/entries/9/entries/5/name,HEADING_LABEL,1.0
rot,data/6/entries/9/entries/5/entries/0/entries/0,READ_ALOUD,1.0
rot,data/6/entries/9/entries/5/entries/1,DM_INSTRUCTION,0.85
rot,data/6/entries/9/entries/5/entries/2,MIXED,0.9
rot,data/6/entries/9/entries/6/name,HEADING_LABEL,1.0
rot,data/6/entries/9/entries/6/entries/0/entries/0,READ_ALOUD,1.0
rot,data/6/entries/9/entries/6/entries/1,NARRATIVE,0.8
rot,data/6/entries/9/entries/6/entries/2,MIXED,0.9
rot,data/6/entries/9/entries/6/entries/3,MIXED,0.9
rot,data/6/entries/9/entries/6/entries/4,DM_INSTRUCTION,0.85
rot,data/6/entries/9/entries/7/name,HEADING_LABEL,1.0
rot,data/6/entries/9/entries/7/entries/0/entries/0,READ_ALOUD,1.0
rot,data/6/entries/9/entries/7/entries/1,MIXED,0.9
rot,data/6/entries/9/entries/7/entries/2,DM_INSTRUCTION,0.85
rot,data/6/entries/9/entries/7/entries/3,DM_INSTRUCTION,0.85
rot,data/6/entries/9/entries/7/entries/4/name,HEADING_LABEL,1.0
rot,data/6/entries/9/entries/7/entries/4/entries/0,DM_INSTRUCTION,0.85
rot,data/6/entries/9/entries/7/entries/4/entries/1,DM_INSTRUCTION,0.85
rot,data/6/entries/9/entries/7/entries/4/entries/2,NARRATIVE,0.8
rot,data/6/entries/9/entries/8/name,HEADING_LABEL,1.0
rot,data/6/entries/9/entries/8/entries/0,NARRATIVE,0.8
rot,data/6/entries/9/entries/8/entries/1/entries/0,READ_ALOUD,1.0
rot,data/6/entries/9/entries/8/entries/2,MIXED,0.9
rot,data/6/entries/9/entries/9/name,HEADING_LABEL,1.0
rot,data/6/entries/9/entries/9/entries/0/entries/0,READ_ALOUD,1.0
rot,data/6/entries/9/entries/9/entries/1,DM_INSTRUCTION,0.85
rot,data/6/entries/9/entries/10/name,HEADING_LABEL,1.0
rot,data/6/entries/9/entries/10/entries/0,DM_INSTRUCTION,0.85
rot,data/6/entries/9/entries/11/name,HEADING_LABEL,1.0
rot,data/6/entries/9/entries/11/entries/0,NARRATIVE,0.8
rot,data/6/entries/9/entries/11/entries/1/entries/0,READ_ALOUD,1.0
rot,data/6/entries/9/entries/11/entries/2,NARRATIVE,0.8
rot,data/6/entries/9/entries/11/entries/3,MIXED,0.9
rot,data/6/entries/9/entries/11/entries/4,DM_INSTRUCTION,0.85
rot,data/6/entries/9/entries/11/entries/5,DM_INSTRUCTION,0.85
rot,data/6/entries/9/entries/11/entries/6/items/0,NARRATIVE,0.8
rot,data/6/entries/9/entries/11/entries/6/items/1,NARRATIVE,0.8
rot,data/6/entries/9/entries/11/entries/6/items/2,DM_INSTRUCTION,0.85
rot,data/6/entries/9/entries/11/entries/6/items/3,DM_INSTRUCTION,0.85
rot,data/6/entries/9/entries/11/entries/6/items/4,DM_INSTRUCTION,0.85
rot,data/6/entries/9/entries/11/entries/6/items/5,DM_INSTRUCTION,0.85
rot,data/6/entries/9/entries/11/entries/6/items/6,NARRATIVE,0.8
rot,data/6/entries/9/entries/11/entries/7,DM_INSTRUCTION,0.85
rot,data/6/entries/9/entries/12/name,HEADING_LABEL,1.0
rot,data/6/entries/9/entries/12/entries/0/entries/0,READ_ALOUD,1.0
rot,data/6/entries/9/entries/12/entries/0/entries/1,READ_ALOUD,1.0
rot,data/6/entries/9/entries/12/entries/1,NARRATIVE,0.8
rot,data/6/entries/9/entries/12/entries/2,MIXED,0.9
rot,data/6/entries/9/entries/12/entries/3,NARRATIVE,0.8
rot,data/6/entries/10/name,HEADING_LABEL,1.0
rot,data/6/entries/10/entries/0,DM_INSTRUCTION,0.85
rot,data/6/entries/10/entries/1,DM_INSTRUCTION,0.85
rot,data/6/entries/10/entries/2,DM_INSTRUCTION,0.85
rot,data/6/entries/10/entries/3,DM_INSTRUCTION,0.85
rot,data/6/entries/10/entries/4,DM_INSTRUCTION,0.85
rot,data/6/entries/10/entries/5/entries/0,READ_ALOUD,1.0
rot,data/6/entries/10/entries/6,NARRATIVE,0.8
rot,data/6/entries/11/name,HEADING_LABEL,1.0
rot,data/6/entries/11/entries/0,DM_INSTRUCTION,0.85
rot,data/6/entries/11/entries/1,NARRATIVE,0.8
rot,data/6/entries/11/entries/2,DM_INSTRUCTION,0.85
rot,data/7/name,HEADING_LABEL,1.0
rot,data/7/entries/1,NARRATIVE,0.8
rot,data/7/entries/2,NARRATIVE,0.8
rot,data/7/entries/3,NARRATIVE,0.8
rot,data/7/entries/4/name,HEADING_LABEL,1.0
rot,data/7/entries/4/entries/0,DM_INSTRUCTION,0.85
rot,data/7/entries/4/entries/1,DM_INSTRUCTION,0.85
rot,data/7/entries/4/entries/2,DM_INSTRUCTION,0.85
rot,data/7/entries/4/entries/3,DM_INSTRUCTION,0.85
rot,data/7/entries/4/entries/4/name,HEADING_LABEL,1.0
rot,data/7/entries/4/entries/4/entries/0,NARRATIVE,0.8
rot,data/7/entries/4/entries/4/entries/1,NARRATIVE,0.8
rot,data/7/entries/4/entries/5/name,HEADING_LABEL,1.0
rot,data/7/entries/4/entries/5/entries/0,DM_INSTRUCTION,0.85
rot,data/7/entries/4/entries/5/entries/1,DM_INSTRUCTION,0.85
rot,data/7/entries/4/entries/5/entries/2,DM_INSTRUCTION,0.85
rot,data/7/entries/4/entries/6/name,HEADING_LABEL,1.0
rot,data/7/entries/4/entries/6/entries/0,NARRATIVE,0.8
rot,data/7/entries/4/entries/6/entries/1,DM_INSTRUCTION,0.85
rot,data/7/entries/4/entries/6/entries/2,DM_INSTRUCTION,0.85
rot,data/7/entries/4/entries/6/entries/3/entries/0,READ_ALOUD,1.0
rot,data/7/entries/4/entries/6/entries/3/entries/1,READ_ALOUD,1.0
rot,data/7/entries/4/entries/6/entries/3/entries/2,READ_ALOUD,1.0
rot,data/7/entries/4/entries/6/entries/3/entries/3,READ_ALOUD,1.0
rot,data/7/entries/4/entries/6/entries/4,DM_INSTRUCTION,0.85
rot,data/7/entries/4/entries/6/entries/5,MIXED,0.9
rot,data/7/entries/4/entries/6/entries/6/items/0,NARRATIVE,0.8
rot,data/7/entries/4/entries/6/entries/6/items/1,NARRATIVE,0.8
rot,data/7/entries/4/entries/6/entries/6/items/2,NARRATIVE,0.8
rot,data/7/entries/4/entries/6/entries/6/items/3,DM_INSTRUCTION,0.85
rot,data/7/entries/4/entries/6/entries/6/items/4,DM_INSTRUCTION,0.85
rot,data/7/entries/4/entries/6/entries/6/items/5,MIXED,0.9
rot,data/7/entries/4/entries/6/entries/7,DM_INSTRUCTION,0.85
rot,data/7/entries/4/entries/6/entries/8,MIXED,0.9
rot,data/7/entries/4/entries/6/entries/9,DM_INSTRUCTION,0.85
rot,data/7/entries/4/entries/7/name,HEADING_LABEL,1.0
rot,data/7/entries/4/entries/7/entries/0,DM_INSTRUCTION,0.85
rot,data/7/entries/4/entries/7/entries/1,MIXED,0.9
rot,data/7/entries/4/entries/7/entries/2,MIXED,0.9
rot,data/7/entries/4/entries/7/entries/3,MIXED,0.9
rot,data/7/entries/4/entries/7/entries/4,DM_INSTRUCTION,0.85
rot,data/7/entries/4/entries/7/entries/5,MIXED,0.9
rot,data/7/entries/4/entries/7/entries/6,DM_INSTRUCTION,0.85
rot,data/7/entries/4/entries/8/name,HEADING_LABEL,1.0
rot,data/7/entries/4/entries/8/entries/0,DM_INSTRUCTION,0.85
rot,data/7/entries/4/entries/8/entries/1,DM_INSTRUCTION,0.85
rot,data/7/entries/4/entries/8/entries/2,DM_INSTRUCTION,0.85
rot,data/7/entries/5/name,HEADING_LABEL,1.0
rot,data/7/entries/5/entries/0,DM_INSTRUCTION,0.85
rot,data/7/entries/5/entries/1,DM_INSTRUCTION,0.85
rot,data/8/name,HEADING_LABEL,1.0
rot,data/8/entries/1,DM_INSTRUCTION,0.85
rot,data/8/entries/2,DM_INSTRUCTION,0.85
rot,data/8/entries/3,DM_INSTRUCTION,0.85
rot,data/8/entries/4/name,HEADING_LABEL,1.0
rot,data/8/entries/4/entries/0,NARRATIVE,0.8
rot,data/8/entries/4/entries/1,DM_INSTRUCTION,0.85
rot,data/8/entries/4/entries/2/name,HEADING_LABEL,1.0
rot,data/8/entries/4/entries/2/entries/0,NARRATIVE,0.8
rot,data/8/entries/4/entries/2/entries/1,NARRATIVE,0.8
rot,data/8/entries/4/entries/3/name,HEADING_LABEL,1.0
rot,data/8/entries/4/entries/3/entries/0,NARRATIVE,0.8
rot,data/8/entries/4/entries/3/entries/1/items/0,NARRATIVE,0.8
rot,data/8/entries/4/entries/3/entries/1/items/1,NARRATIVE,0.8
rot,data/8/entries/4/entries/3/entries/1/items/2,NARRATIVE,0.8
rot,data/8/entries/4/entries/3/entries/1/items/3,NARRATIVE,0.8
rot,data/8/entries/4/entries/3/entries/1/items/4,NARRATIVE,0.8
rot,data/8/entries/4/entries/3/entries/2,DM_INSTRUCTION,0.85
rot,data/8/entries/4/entries/4/name,HEADING_LABEL,1.0
rot,data/8/entries/4/entries/4/entries/0,DM_INSTRUCTION,0.85
rot,data/8/entries/4/entries/5/name,HEADING_LABEL,1.0
rot,data/8/entries/4/entries/5/entries/0,DM_INSTRUCTION,0.85
rot,data/8/entries/4/entries/5/entries/1/entries/0,READ_ALOUD,1.0
rot,data/8/entries/4/entries/5/entries/2,MIXED,0.9
rot,data/8/entries/4/entries/5/entries/3,DM_INSTRUCTION,0.85
rot,data/8/entries/5/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/0,NARRATIVE,0.8
rot,data/8/entries/5/entries/1/entries/0,READ_ALOUD,1.0
rot,data/8/entries/5/entries/2,NARRATIVE,0.8
rot,data/8/entries/5/entries/3,NARRATIVE,0.8
rot,data/8/entries/5/entries/4,NARRATIVE,0.8
rot,data/8/entries/5/entries/5/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/5/entries/0,DM_INSTRUCTION,0.85
rot,data/8/entries/5/entries/5/entries/1/entries/0,READ_ALOUD,1.0
rot,data/8/entries/5/entries/6/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/6/entries/0,NARRATIVE,0.8
rot,data/8/entries/5/entries/6/entries/1,DM_INSTRUCTION,0.85
rot,data/8/entries/5/entries/7/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/7/entries/0/entries/0/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/7/entries/0/entries/0/entries/0,NARRATIVE,0.8
rot,data/8/entries/5/entries/7/entries/0/entries/1/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/7/entries/0/entries/1/entries/0,NARRATIVE,0.8
rot,data/8/entries/5/entries/7/entries/0/entries/2/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/7/entries/0/entries/2/entries/0,NARRATIVE,0.8
rot,data/8/entries/5/entries/8/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/8/entries/0,DM_INSTRUCTION,0.85
rot,data/8/entries/5/entries/8/entries/1,DM_INSTRUCTION,0.85
rot,data/8/entries/5/entries/8/entries/2/images/0/title,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/8/entries/2/images/1/title,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/9/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/9/entries/0,NARRATIVE,0.8
rot,data/8/entries/5/entries/9/entries/1,NARRATIVE,0.8
rot,data/8/entries/5/entries/10/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/10/entries/0,NARRATIVE,0.8
rot,data/8/entries/5/entries/10/entries/1,NARRATIVE,0.8
rot,data/8/entries/5/entries/11/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/11/entries/0,NARRATIVE,0.8
rot,data/8/entries/5/entries/11/entries/1,MIXED,0.9
rot,data/8/entries/5/entries/11/entries/2,NARRATIVE,0.8
rot,data/8/entries/5/entries/12/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/12/entries/0/title,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/12/entries/1,NARRATIVE,0.8
rot,data/8/entries/5/entries/12/entries/2,NARRATIVE,0.8
rot,data/8/entries/5/entries/12/entries/3,NARRATIVE,0.8
rot,data/8/entries/5/entries/13/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/13/entries/0,NARRATIVE,0.8
rot,data/8/entries/5/entries/14/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/14/entries/0,NARRATIVE,0.8
rot,data/8/entries/5/entries/14/entries/1,DM_INSTRUCTION,0.85
rot,data/8/entries/5/entries/14/entries/2/entries/0,READ_ALOUD,1.0
rot,data/8/entries/5/entries/14/entries/3,NARRATIVE,0.8
rot,data/8/entries/5/entries/14/entries/4/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/14/entries/4/entries/0,DM_INSTRUCTION,0.85
rot,data/8/entries/5/entries/15/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/15/entries/0,NARRATIVE,0.8
rot,data/8/entries/5/entries/16/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/16/entries/0,MIXED,0.9
rot,data/8/entries/5/entries/16/entries/1,MIXED,0.9
rot,data/8/entries/5/entries/16/entries/2/entries/0,READ_ALOUD,1.0
rot,data/8/entries/5/entries/16/entries/3,DM_INSTRUCTION,0.85
rot,data/8/entries/5/entries/16/entries/4,MIXED,0.9
rot,data/8/entries/5/entries/16/entries/5,DM_INSTRUCTION,0.85
rot,data/8/entries/5/entries/16/entries/6/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/16/entries/6/entries/0,NARRATIVE,0.8
rot,data/8/entries/5/entries/16/entries/6/entries/1,NARRATIVE,0.8
rot,data/8/entries/5/entries/16/entries/6/entries/2,NARRATIVE,0.8
rot,data/8/entries/5/entries/17/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/17/entries/0,NARRATIVE,0.8
rot,data/8/entries/5/entries/18/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/18/entries/0,NARRATIVE,0.8
rot,data/8/entries/5/entries/19/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/19/entries/0,NARRATIVE,0.8
rot,data/8/entries/5/entries/20/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/20/entries/0,NARRATIVE,0.8
rot,data/8/entries/5/entries/21/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/21/entries/0,NARRATIVE,0.8
rot,data/8/entries/5/entries/22/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/22/entries/0,DM_INSTRUCTION,0.85
rot,data/8/entries/5/entries/23/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/23/entries/0,NARRATIVE,0.8
rot,data/8/entries/5/entries/23/entries/1,DM_INSTRUCTION,0.85
rot,data/8/entries/5/entries/23/entries/2,DM_INSTRUCTION,0.85
rot,data/8/entries/5/entries/24/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/24/entries/0,DM_INSTRUCTION,0.85
rot,data/8/entries/5/entries/25/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/25/entries/0,NARRATIVE,0.8
rot,data/8/entries/5/entries/26/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/26/entries/0,NARRATIVE,0.8
rot,data/8/entries/5/entries/26/entries/1,NARRATIVE,0.8
rot,data/8/entries/5/entries/27/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/27/entries/0,NARRATIVE,0.8
rot,data/8/entries/5/entries/27/entries/1,DM_INSTRUCTION,0.85
rot,data/8/entries/5/entries/27/entries/2,DM_INSTRUCTION,0.85
rot,data/8/entries/5/entries/28/name,HEADING_LABEL,1.0
rot,data/8/entries/5/entries/28/entries/0,NARRATIVE,0.8
rot,data/8/entries/6/name,HEADING_LABEL,1.0
rot,data/8/entries/6/entries/0,NARRATIVE,0.8
rot,data/8/entries/6/entries/1,NARRATIVE,0.8
rot,data/8/entries/6/entries/2/images/0/title,HEADING_LABEL,1.0
rot,data/8/entries/6/entries/2/images/1/title,HEADING_LABEL,1.0
rot,data/8/entries/6/entries/3/name,HEADING_LABEL,1.0
rot,data/8/entries/6/entries/3/entries/0,NARRATIVE,0.8
rot,data/8/entries/6/entries/3/entries/1/entries/0,READ_ALOUD,1.0
rot,data/8/entries/6/entries/3/entries/1/entries/1,READ_ALOUD,1.0
rot,data/8/entries/6/entries/3/entries/2,NARRATIVE,0.8
rot,data/8/entries/6/entries/3/entries/3/name,HEADING_LABEL,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/colLabels/0,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/colLabels/1,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/colLabels/2,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/0/0,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/0/1,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/0/2,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/1/0,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/1/1,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/1/2,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/2/0,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/2/1,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/2/2,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/3/0,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/3/1,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/3/2,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/4/0,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/4/1,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/4/2,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/5/0,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/5/1,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/5/2,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/6/0,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/6/1,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/6/2,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/7/0,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/7/1,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/7/2,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/8/0,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/8/1,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/8/2,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/9/0,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/9/1,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/9/2,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/10/0,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/10/1,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/10/2,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/11/0,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/11/1,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/11/2,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/12/0,TABLE,1.0
rot,data/8/entries/6/entries/3/entries/3/entries/0/rows/12/1,TABLE,1.0
